No,NAMA,JUDUL,ABSTRAK,label
82,Mulyohadi Winoto,Helpdesk System Untuk Technical Support Berbasis Hybrid Pada Pt.Panca Putra Solusiindo,"Dalam sebuah bisnis Pelayanan merupakan hal yang sangat penting, pelayanan yang baik akan membuat hubungan bisnis antara pelaku bisnis dan pengguna dapat berjalan baik.  Dalam bisnis yang berbasis layanan kecepatan salah satu yang diutamakan Hal ini salah satu faktor pendorong pelaku bisnis melakukan inovasi terhadap layanannya, dan salah satu inovasi pada masa sekarang yaitu aplikasi Helpdesk, Helpdesk merupakan sebuah bagian atau departemen yang melakukan proses untuk mengumpulkan data dari berbagai sumber yang ada dan dituntut aktif melayani dan menanggapi kebutuhan pengguna, Helpdesk System PT.Panca Putra Solusindo saat ini menggunakan email dan telepon untuk pelaporan masalah, dalam praktiknya Helpdesk system PT.Panca putra solusindo masih banyak ditemukan masalah, seperti keterlambatan penanganan dikarenakan email dari pengguna telat diterima serta kehilangan unit karena tidak tercatat,maka darit itu penulis merancang helpdesk system berbasis Hybrid. Aplikasi hybrid menggabungkan kelebihan web dan aplikasi native. Aplikasi hybrid  dikembangkan menggunakan HTML5 dan JavaScript tanpa perlu adanya pengetahuan terperinci pada target platform. Aplikasi Helpdesk tersebut diimplementasikan berdasarkan analisis dan desain sistem yang sudah dibuat. Aplikasi tersebut dibuat dengan menggunakan framework Laravel untuk backend dan framework vue js unutk frontend serta database MYSQL dan menggunakan metode water fall. Serta pengujian Aplikasi dengan Black box Testing. Sehingga Dapat diperoleh kesimpulan Bahwa aplikasi mampu menyelesaikan masalah yang dialamai perusahaan. Kata Kunci : Helpdesk , Pelaporan masalah, Hybrid",RPL
83,Pindi Setiawan,Pembuatan Aplikasi Katalog Kota Bumi Serpong Damai Berbasis Mobile Menggunakan Augmented Reality ,"Pada perusahaan Telkom Jakarta Timur ini merupakan suatu perusahaan yang bergerak di bidang Networking. Perusahan ini memiliki berbagai jenis layanan yang ditawarkan yaitu pelayanan internet, televisi, dan telepon. Akan tetapi pada suatu pelayanan yang di berikan pihak Telkom terhadap pelanggan masih belum maksimal, misalnya seperti pelayanan untuk pengaduan ganguan yang dimana harus menunggu dengan waktu yang sangat lama. Maka dari itu pentingnya dalam suatu pelayanan gangguan ini harus segera mungkin di evaluasi kembali mengingat banyak nya pelanggan yang merasa di kecewakan dengan perusahaan ini. Maka dari itu adanya suatu sistem yang menangani terjadi nya gangguan, sehingga bisa langsung di kerjakan pada hari itu juga. Ada beberapa hal yang penting diperhatikan di dalam suatu sistem ini diantaranya dalam memonitoring teknisi yang belum memiliki pekerjaan, memberikan suatu laporan, menginput suatu data sms maupun mengupdate suatu sistem tersebut. Monitoring ini memiliki tugas diantaranya memonitoring keluhan yang diajukan pelanggan, memonitoring suatu grafik teknisi yang belum mempunyai target serta memberikan suatu laporan , menginput data sms gateway secara automatis serta mengupdate suatu sistem.
Kata kunci : Telkom Jakarta Timur, Monitoring, Jaringan, Grafik",RPL
84,Rafli Al Fauzi,Pembuatan Aplikasi Monitoring Trayek Mobil Pengurukan Tanah Dengan Menggunakan Metode First In First Out (Fifo) Berbasis Android (Studi Kasus : Wilayah Desa Segaramakmur),"Desa segaramakmur adalah desa yang selalu melakukan pembangunan selama 5 tahun belakangan ini, Setiap harinya selalu menimbulkan kemacetan di jalan raya karena adanya antrian pendataan secara manual terhadap mobil pengurukan tanah yang akan melakukan proses pengurukan. Dengan adanya masalah yang terjadi tersebut dibuatlah aplikasi monitoring mobil pengurukan tanah, dengan metode pengembangan yaitu metode First In First Out (FIFO) pada penerapan metode ini diharapkan mobil yang pertamakali melakukan pengurukan akan selesai terlebih dahulu sesuai dengan  antrianya kemudian data mobil yang akan melakukan pengurukan di wilayah desa segaramakmur akan disimpan terlebih dahulu oleh admin kemudian data tersebut dirubah kedalam sebuah kode qrcode.  tujuannya adalah untuk mempercepat proses pendataan mobil yang akan masuk melakukan pengurukan agar mengurangi kemacetan antrian dan data mobil yang melakukan pengurukan dapat tersimpan secara terperinci dan akurat. Pada aplikasi ini juga mampu menghasilkan beberapa menu yang mampu mempermudah supir pengurukan dalam melakukan proses pengurukan. Kata Kunci : First In First Out (FIFO), Segaramakmur, Sistem Monitoring",RPL
85,Roy Ferry,Sistem Pelayanan Foodcourt Studi Kasus Pt Reycom Document Solusi,"Dewasa ini, bisnis restoran semakin menjamur. Setiap restoran berusaha menyajikan sesuatu yang baru dan unik kepada pelanggannya. Banyak restoran yang berhasil menarik pelanggan, tetapi banyak pula yang gagal. Faktor penyebabnya selain pangan, yang lebih penting adalah pelayanan (servis) yang diberikan. Sistem restoran manajemen terintegrasi, atau singkatnya disebut software restoran, akan sangat membantu pihak restoran untuk memberikan layanan yang lebih cepat dan lebih baik kepada pelanggan, pada saat yang sama memberikan kendali yang handal untuk manajemen restoran. Pemilik gerai makanan menyewa gerai yang dikelolanya dalam kurun waktu tertentu misalnya satu atau beberapa tahun. Pada malam hari saat penutupan pusat food court, pengelola bersama penyewa gerai harus melakukan perhitungan omset masing-masing gerai secara manual. Proses perhitungan ini membutuhkan waktu yang lama mengingat banyaknya gerai yang tersedia dan ini menjadi salah satu masalah bagi pengelola. Selain permasalahan di atas, permasalahan lainnya yaitu tidak semua gerai yang menjual makanan ramai pelanggan. Dengan adanya aplikasi sistem manajemen foodcourt pengelola memiliki sistem kasir yang dapat mengontrol dan melakukan sistem transaksi keuangan tiap stand/gerai, serta perhitungan sistem bagi hasil yang sudah berjalan dalam sistem secara otomatis. Kebutuhan akan informasi dan statistik tiap gerai/merchant telah terpenuhi dan terpantau oleh pengelola. Kata Kunci	:  Sistem bagi hasil, Sistem Kasir, Statistik Foodcourt, Pengelola.",RPL
86,Teguh Krismanto,"Digitalisasi Skirpsi Ftumj Menggunakan Metode Extract, Transform, Load","Penelitian ini bertujuan untuk menghasilkan aplikasi kumpulan data skripsi mahasiswa Teknik Informatika FTUMJ berbasis web yang dapat membantu mahasiswa yang akan mengambil tugas akhir untuk mendapat judul skripsi yang cocok. Dalam penelitian ini metode yang digunakan untuk memperoleh data atau informasi di antaranya adalah: (1) Pengumpulan data, (2) Pengembangan sistem, (3) Pengimplementasian, (4) Pengujian. Input aplikasi berupa file excel yang sudah ditentukan templatenya kemudian akan didigitalisasikan ke bentuk JSON sebagai bentuk akhirnya. Tujuan dari penulisan tugas akhir ini adalah menghasilkan software aplikasi kumpulan data skripsi dengan menerapkan metode Extract, Transform, Load (ETL) dengan Apache NiFi sebagai tools ETL dan menggunakan Elasticsearch sebagai basis datanya. Kata Kunci: Digitalisasi data, Skripsi, Extract Transform Load, ETL, Apache NiFi, Elasticsearch",RPL
87,Wahyu Dwi Setiawan,Perancangan Sistem Informasi Inventori Gudang Finish Good Menggunakan Metode Exponential Smoothing (Studi Kasus Marie Regal Biscuits),"Kemajuan teknologi informasi sudah berkembang sangat cepat, dan sudah menjadi keharusan bagi sebuah organisasi atau perusahaan. Salah satu kemajuan teknologi informasi seperti pada sistem informasi inventori. Sistem informasi inventori membantu mempercepat menyelesaikan suatu pekerjaan. Sistem informasi yang masih manual akan menjadi salah satu penghambat dalam akurasi dan efisiensi waktu penyelesaian pekerjaan. Tujuan dari penelitian ini adalah membuat sistem informasi inventori berbasis web dan menggunakan metode Exponential Smoothing. Metode ini digunakan untuk melakukan peramalan atau estimasi produksi. Penelitian ini dilakukan di Gudang Finish Good atau Warehouse Finish Good (WFG) CV. Jaya Abadi (Marie Regal Biscuits), Pluit, Penjaringan, Jakarta Utara. Subyek dari penelitian adalah Staff Gudang, KEpala Gudang dan yang berkaitan dengan proses inventori. Sistem dimodelkan dengan menggunakan Unified Modeling Language (UML). Rancangan basis data dibuat dengan Entity Relationship Diagram (ERD). Rancangan aplikasi dibuat dengan bantuan diagram HIPO dan flowchart. Aplikasi ditulis dengan bahasa pemrograman PHP dan menggunakan basis data MySQL. Hasil penelitian menunjukkan bahwa metode Exponential Smoothing dapat digunakan untuk menghasilkan laporan peramalan atau estimasi. Sebagai penutup, metode Exponential Smoothing berhasil diimplementasikan dalam aplikasi sistem inventori berbasis web untuk menghasilkan pengendalian stok barang beserta estimasi produksi. Di masa yang akan datang, aplikasi sebaiknya dapat mempertimbangkan dengan menambahkan fitur keamanan dan relasi dengan departemen lain yang saling berkaitan. Kata kunci: Inventori, Sistem, Exponential Smoothing",RPL
88,Wahyu Kurniansyah,"Pembuatan Aplikasi E-Billing Pembayaran Iuran Rukun Warga Berbasis Website (Studi Kasus : Rw Kelurahan Pejuang, Kota Bekasi)","E-Billing atau tagihan elektronik merupakan metode yang diadministrasikan oleh Biller bertujuan memberikan kesederhanaan prosedur, kemudahan, fleksibilitas waktu dan tempat bagi warga untuk membayar tagihan iuran secara elektronik. RW Kelurahan Pejuang, Kota Bekasi yang mempunyai 33 RW yang dimana dalam prosedur sistem pembayaran iuran rukun warga yang berjalan saat ini masih dilakukan secara konvensional, yaitu RW dalam mengelola, merekap dan mempublikasikan keuangan pemasukan / pengeluaran kepada warga secara transparan masih menggunakan pencacatan kertas / Ms. Excel sehingga kurang efektif dan efisien. Warga dalam melakukan pembayaran iuran rukun warga, melihat informasi keuangan RW dan iuran yang sudah lunas / belum masih dilakukan secara konvensional, yaitu pembayaran iuran rukun warga secara tunai sehingga RT pun harus meminta iuran di setiap rumah lalu membayarkannya ke RW, informasi laporan keuangan pemasukan / pengeluaran RW maupun warga yang masih dalam bentuk kertas sehingga untuk mengetahuinya di saat waktu adanya rapat tertentu saja dan tidak dapat mengetahui secara langsung iuran mana saja yang sudah dibayarkan maupun yang belum. Berdasarkan masalah yang dijelaskan dibuatlah sebuah Aplikasi E-Billing Pembayaran Iuran Rukun Warga Berbasis Website dengan menggunakan Metode Waterfall yang terdiri dari analisa, desain, kode program, pengujian program dan penerapan program. Hasil dari aplikasi ini yaitu dapat membantu warga dalam melakukan pembayaran iuran rukun warga, melihat informasi laporan keuangan pemasukan / pengeluaran RW maupun iuran yang sudah lunas / belum, serta  membantu RW untuk mengelola, merekap dan mempublikasikan keuangannya. Kata kunci: Aplikasi, E-Billing, Pembayaran Iuran Rukun Warga, Website, Waterfall.",RPL
89,Wikeu Megariani,Aplikasi Monitoring Siswa Berbasis Android Studi Kasus Smp Negeri 1 Campaka Purwakarta,"waktu serta jarak yang jauh biasanya menjadi kendala utama orangtua dalam memperoleh informasi,ditambah lagi dengan lemahnya penyimpanan data tentang kegiatan siswa oleh guru. Untuk itulah, tujuan dari penelitian ini yaitu merancang sebuah sistem yang membantu orangtua untuk turut serta dalam memantau anaknya agar memperoleh informasi yang berkaitan dengan siswa, dan ini juga sekaligus menjadi bentuk tanggung jawab pihak sekolah khususnya guru dalam memberikan informasi siswa kepada orangtua secara update, sehingga hal-hal yang tidak dinginkan seperti keterlambatan informasi itu tidak terjadi lagi. Hasil dari penelitian ini adalah Aplikasi Monitoring siswa berbasis Android menggunakan metode pengumpulan data menggunakan Observasi, dan studi literatur. Pengujian aplikasi ini menggunakan metode Black Box. Adapun kesimpulan yang diperoleh dari penelitian ini adalah Aplikasi monitoring siswa ini memudahkan orang tua dalam memperoleh informasi siswa selama bersekolah sehingga orang tua dapat memperoleh data siswa lebih detail. Kata Kunci: Monitoring siswa, Android, Sekolah.",RPL
90,Yuni Suryadi,Perancangan Aplikasi M-Commerce Ufootwears Berbasis Android,"Ufootwears adalah salah satu toko online yang menjual produk sepatu pria dan wanita. Sistem yang berjalan masih dinilai belum efektif dalam hal pemasaran, pelanggan selalu menginginkan kemudahan ataupun kecepatan informasi yang relevan untuk memudahkan segala aktivitasnya, salah satunya pemesanan ataupun pembelian sepatu pada Ufootwears Penelitian ini bertujuan membantu pelanggan agar dapat berbelanja dimana pun dan kapan pun yang diinginkan secara flexible. Maksud dari penelitian ini adalah membuat aplikasi M-commerce Ufootwears.Untuk membantu analisis dan perancangan sistem menggunakan Unified Modeling Language (UML).Hasil dari penelitian pada perancangan aplikasi M-commerce Ufootwears dapat disimpulkan bahwa dengan dibuatnya aplikasi mobile e-commerce penjualan sepatu pada Ufootwears dapat memudahkan pelanggan dalam melakukan pemesanan dan mendapatkan informasi tentang produk Ufootwears. Kata kunci : android, aplikasi, mobile, e-commerce",RPL
91,Patut Harianto,Early Warning System Indikator Pencemaran Dari Kandungan Co Di Udara Bebas Berbasis Android,"Pada penelitian ini telah dibuat alat pendeteksi gas karbon monoksida (CO) untuk memberikan informasi kepada masyarakat mengenai kadar gas CO di udara. Informasi kadar gas CO diberikan agar masyarakat dapat mengetahui kualitas udara sekitar dengan pemenuhan standar kebutuhan hidup. Penelitian ini menggunakan sensor gas MQ-7 sebagai pendeteksi gas CO. Sebagai indikator gas CO menggunakan buzzer alarm, LCD dan aplikasi android untuk memberikan informasi mengenai kadar gas CO di udara berdasarkan kriteria kualitas udara. Bunyi buzzer alarm untuk menginformasikan bahwa udara dalam keadaan berbahaya / tercemar dan LCD beserta aplikasi android untuk menginformasikan bahwa udara dalam keadaan baik / normal. Pengujian dilakukan pada sebuah ruang yang mengandung gas karbon monoksida (CO) atau pengujian juga dapat dilakukan pada lokasi atau tempat yang tercemar oleh gas karbon monoksida (CO). Pengujian alat pada penelitian ini dilakukan selama 60 detik menghasilkan sebuah grafik data yang semakin meningkat dan mengindikasikan kondisi udara yang berbahaya apabila alat mendeteksi gas karbon monoksida yang berlebihan. Sedangkan grafik data semakin menurun yang menunjukkan bahwa kondisi udara normal / tidak berbahaya. Kata kunci : 	Early Warning System (EWS), Pencemaran Udara, Karbon Monoksida (CO)",RPL
92,Yusuf Septyawan,Pembuatan Sistem Tracking Proses Pendaftaran Umroh (Studi Kasus Di Pt Dream Tour & Travel),"PT. Dream Tour & Travel (Dreamtour) adalah perusahaan yang bergerak dibidang jasa tour & travel. Produk yang dimiliki adalah wisata domestik, wisata internasional, wisata muslim, haji, umroh serta tiket pesawat, voucher hotel dan lainnya, namun yang menjadi bisnis utamanya adalah perjalanan umroh. Akhir-akhir ini ramai berita tentang travel umroh yang melakukan penipuan terhadap calon jamaah. Hal tersebut salah satunya disebabkan karena jamaah tidak dapat melakukan tracking informasi pendaftaran secara real time, sehingga informasi perkembangan tentang proses pendaftaran umroh tidak sampai ke jamaah. Berdasarkan hal tersebut maka dalam penelitian ini dibuat sistem tracking proses pendaftaran umroh berbasis web dan mobile android. Pembuatan sistem manggunakan PHP dengan framework codeigniter yang dapat memberikan informasi secara transparan dan real time tentang status pembayaran, status tiket pesawat dan hotel yang akan digunakan, serta status visa umroh. View web dapat digunakan admin untuk melakukan update status pendaftaran umroh serta tracking ,baik oleh admin dan jamaah, sedangkan view android untuk tracking.  Dengan menggunakan sistem ini setiap jamaah dapat melakukan tracking status pendaftaran umroh melalui website atau aplikasi android dengan memasukkan nomor induk kependudukan secara real time. Kata kunci: travel umroh, pendaftaran umroh, tracking status pendaftaran, website, android",RPL
93,Rudi Setiadi,Siskap: Rancang Bangun Sistem Informasi Manajemen Skripsi Dan Kerja Praktek (Studi Kasus: Informatika Ft-Umj),"Sistem Informasi manajemen Kerja Praktek dan Tugas Akhir /Skripsi yang sekarang dilakukan di Prodi Teknik Informatika Universitas Muhammadiyah Jakarta (FT-UMJ) masih bersifat manual dan belum berjalan secara optimal. Proses penyampaian informasi menyita banyak waktu dan tenaga, hal ini akan memperbesar peluang terjadinya kesalahan manusia dalam penyampaian informasi. Informasi yang dibutuhkan namun sulit didapatkan antara lain pengambilan Kerja Praktek dan Tugas Akhir/Skripsi, persyaratan pendaftaran sidang, informasi mengenai dosen pembimbing, nilai sidang, laporan hasil sidang. Pada penelitian ini digambarkan alur aktivitas sistem yang sedang berjalan, permodelan sistem dan kemudian dilakukan perancangan sistem. Sedangkan tahapan perancangan sistem terdiri dari database bersumber dari kebutuhan sistem yang berjalan sekarang, perancangan user interface dan pembuatan program aplikasi. Hasil  dari penelitian ini adalah sistem informasi manajemen Kerja Praktek dan Tugas Akhir/Skripsi yang dimana meliputi prosedur persyaratan sidang, pengajuan judul proposal, informasi dosen pembimbing dan penguji, infomasi jadwal sidang dan nilai sidang berbasis website. Sistem yang dirancang memiliki database untuk menyimpan data serta aplikasi untuk memasukan dan data yang diperlukan. Aplikasi dapat diakses oleh beberapa user secara bersamaan melalui koneksi internet. Dengan adanya sistem informasi usulan berbasis website, maka informasi dapat disajikan secara cepat dan up to date.   Kata Kunci: sistem informasi, kerja praktek, tugas akhir/skripsi ",RPL
94,Ikhsan Supo Manggala ,Pembuatan Sistem Informasi Pengelolaan Perpustakaan Berbasis Android Menggunakan Qr Code (Studi Kasus : Program Studi Teknik Informatika),"Sistem Informasi Perpustakaan pada Program Studi Teknik Informatika adalah sebuah Pembuatan aplikasi yang digunakan untuk mengetahui proses informasi yang ada pada perpustakaan. Informasi yang ada pada perpustakaan meliputi informasi buku, buku katalog, peminjaman, pengembalian buku. Sistem Informasi Perpustakaan ini dapat menangani proses peminjaman dan pengembalian buku serta informasi tentang buku, informasi disimpan pada database sehingga, dapat membantu mengatur koleksi buku yang ada pada perpustakaan,pada aplikasi ini ada proses pencarian buku, mendownload jurnal serta peminjaman buku dan pengembalian buku yang menggunakan qr code. Berdasarkan observasi dan pengamaatan terhadap petugas perpustakaan, didapatkan informasi bahwa lamanya pelayanan terhadap kegiatan peminjaman buku dan pengembalian buku serta pencarian buku pada perpustakaan program studi teknik informatika. Dengan adanya Sistem Informasi Perpustakaan diharapkan dapat membantu pekerjaan petugas perpustakaan sehingga kinerja perpustakaan dapat ditingkatkan dan mempercepat pelayanan petugas terhadap proses peminjaman buku dan pengembalian buku serta proses pencarian buku. Kata kunci: Sistem Informasi Perpustakaan, buku, Library, qr code dan Java.",RPL
95,Dimas Septianto,Teknik Penskoran Dan Pemeringkatan Hasil Akreditasi Sekolah Sdn Serdang 03,"Akreditasi merupakan proses evaluasi dan penilaian mutu suatu institusi yang ditentukan oleh pakar dari luar institusi tersebut. Pada tingkat sekolah dasar perlu dilakukan akreditasi setiap 5 tahun sekali oleh Badan Akreditasi Nasional-Sekolah atau Madrasah. Untuk menghadapi akreditasi, pihak sekolah perlu melakukan berbagai persiapan dan pengumpulan dokumen yang diperlukan. Saat ini persiapan akreditasi masih bersifat manual, padahal berdasarkan standar Badan Akreditasi Nasional â€“ Sekolah atau Madrasah terdapat 8 instrumen penilaian yang terdiri dari 119 butir akreditasi. Setiap butir memiliki standar penilaian tertentu. Oleh karena untuk mempermudah dalam pengolahan data penilaian akreditasi dibuat Sistem Informasi  Akreditasi Sekolah SDN Serdang 03. Dari hasil uji coba, Sistem Informasi ini dapat melakukan pengolahan data penilaian akreditasi berdasarkan standar Badan Akreditasi Nasional â€“ Sekolah atau Madrasah sehingga pihak sekolah dapat memprediksi nilai akreditasi yang akan diperoleh. Selain itu Sistem Informasi ini dapat menyimpan dokumen akreditasi sehingga mempermudah dalam pemberkasan. Kata kunci: Akreditasi Sekolah Dasar, Standar Badan akreditasi Nasional Sekolah atau Madrasah, Instrumen akreditasi, Penilaian akreditasi.",RPL
96,Nia Lestari ,Sistem Aplikasi Reservasi Dengan Sms Gateway Menggunakan Metode Fifo ( Studi Kasus â€œNatasha Skin Care Kelapa Gadingâ€ ),"Natasha Skin Clinic Center adalah perusahaan yang bergerak dalam bidang jasa pelayanan untuk kesehatan dan kecantikan kulit. Memberikan pelayanan yang prima dan meningkatkan mutu pelayanan adalah prioritas perusahaan. Menjawab keluhan pelanggan bagaimana menangani waktu tunggu yang lama maka perusahaan membuat Sistem Aplikasi reservasi yang berguna untuk mempermudah pasien dalam memilih waktu perawatan  sesuai dengan kebutuhan pasien. Pasien dapat melakukan pendaftaran di dalam sistem aplikasi dengan terlebih dahulu melakukan login. Pasien dapat memilih menu reservasi  dan menentukan jadwal serta jenis perawatan yang sudah disediakan sesuai dengan kebutuhan pasien. Pendaftaran yang dilakukan pasien  akan diterima oleh sistem, dan sistem akan kembali memberikan notifikasi reservasi  melalui SMS kepada pasien. Aplikasi  ini memiliki batas kuota pada jam dengan tanggal yang sama dengan metode FIFO dan Unified modeling Language (UML) untuk memodelkan sistem aplikasi ini. Kata Kunci : Sistem Pelayanan Natasha Skin Care, Sistem Reservasi, Metode FIFO, Unified modeling Language (UML).",RPL
97,Shuhaib Ahmad,Aplikasi Parkir Menggunakan Qr Code Dengan Metode Model Unified Berbasis Android,"Parkir adalah keadaan tidak bergerak suatu kendaraan yang bersifat sementara karena ditinggalkan oleh pengemudinya, oleh karena itu keamanan adalah hal yang sangat penting untuk tempat penyedia fasilitas parkir. Fasilitas kegiatan parkir yang terdapat pada saat ini masih dilakukan secara manual dengan cara menunjukan identitas nomor kendaraan ataupun menggunakan kartu parkir ketika ingin mengeluarkan kendaraan. Dengan proses kegiatan parkir yang dilakukan saat ini terdapat kemungkinan dapat hilangnya kartu parkir yang diberikan atau lupa membawa identitas nomor kendaraan dan petugas parkir tidak memiliki data pemilik kendaraan tersebut. Maka tidak dapat mencocokan identitas pengguna dengan kendaraan yang digunakan. Untuk itulah tujuan dari penelitian ini yaitu merancang suatu sistem yang dapat mempermudah petugas parkir dalam mendata setiap kendaraan yang masuk dan keluar serta memperkuat dalam sisi keamanan kendaraan pada fasilitas parkir dan mengurangi penggunaan kertas. Hasil dari penelitian ini adalah Aplikasi parkir menggunakan QR code berbasis Android menggunakan metode pengumpulan data menggunakan Observasi dan studi literatur. Pengujian aplikasi ini menggunakan metode Black Box. Adapun kesimpulan yang diperoleh dari penelitian ini adalah Aplikasi parkir menggunakan QR code berbasis android dapat mempermudah petugas parkir dalam mendata setiap kendaraan yang masuk dan keluar serta memperkuat dalam sisi keamanan kendaraan pada fasilitas parkir dan mengurangi penggunaan kertas pada fasilitas parkir. Kata Kunci: QR code, Android, Parkir, Nomor Kendaraan, Petugas  ",RPL
98,Dwi Arum Wulandari,Aplikasi E-Library Internal Spripim Polri Berbasis Web (Studi Kasus: Spripim Polri),"Seiring berkembangnya teknologi, perpustakaan juga berkembang untuk meningkatkan efisiensi dan efektifitasnya. Salah satu cara adalah dengan membuat sistem perpustakaan yang semula bersifat konvensional menjadi terkomputerisasi.. Spripim Polri sangat membutuhkan aplikasi yang dapat mengelola Perpustakaan Spripim Polri, berdasarkan hasil pengambilan kuesioner didapatkan hasil bahwa 96% dari 50 personel Spripim Polri menyatakan membutuhkan Sistem Informasi Perpustakaan. Fitur yang tedapat pada aplikasi meliputi Pendataan Buku, Pendataan Anggota serta pendataan aktifitas peminjaman dan pengembalian buku termasuk membuat laporan bulanan sebagai bahan laporan pengelolaan perpustakaan kepada pimpinan. Setelah dilakukan acceptance test, didapatkan hasil bahwa aplikasi E-Library Internal Spripim Polri dikatakan sangat layak untuk dioperasikan karena mendapat hasil acceptance test sebesar 96,4 %. Kata kunci: Perpustakaan, Sistem Informasi, Web, E-Library",RPL
99,Hafita Ayuning,Aplikasi Status Pemeriksaan Pengkajian Paripurna Pasien Geriatri (P3G) (Studi Kasus: Puskesmas Kelurahan Penggilingan I Elok),"Puskesmas Kelurahan Penggilingan I Elok merupakan salah satu sarana pelayanan kesehatan masyarakat di bawah naungan Dinas Kesehatan Kota Jakarta. Salah satu upaya yang dilakukan Puskesmas Kelurahan Penggilingan I Elok untuk memeperbaiki kualitas hidup lansia adalah dengan menerapkan instrumen status pemeriksaan pengkajian paripurna pasien geriatri (P3G). Pengkajian Paripurna pada Pasien Geriatri (P3G) adalah proses diagnotik multidimensi dan interdisiplin dalam menentukan kemampuan medis, psikologis dan fungsional orang tua untuk membangun rencana tatalaksana dan follow up jangka panjang yang terkoordinasi dan terintegrasi. Namun dalam berjalannya, diidentifikasi kegiatan dalam penentuan status pemeriksaan hasil skor instrumen pengkajian paripurna pasien geriatri yang terdiri dari 6 instrumen yaitu 1) Penilaian Activity of Daily Living (ADL) dengan Instrumen Indeks Barthel Modifikasi, 2) Penilaian Risiko Jatuh Pasien Lanjut Usia, 3) Instrumen Geriatric Depression Scale (GDS), 4) Instrumen Pemeriksaan Mini Cog dan Clock Drawing Test, 5) Instrumen Evaluasi Status Mental Mini (MMSE), dan 6) Instrumen Mini Nutritional Assessment (MNA), masih dilakukan secara manual dan masih menggunakan selembar kertas sehingga cenderung menghabiskan banyak waktu. Analisis yang dilakukan dirancang menggunakan metode forward chaining, diagram Unified Modelling Language (UML), perancangan basis data ERD, dan HIPO. Berdasarkan analisis yang dilakukan maka solusi yang diusulkan oleh penulis adalah membuat sebuah aplikasi untuk status pemeriksaan pengkajian paripurna pasien geriatri (P3G) dengan output berupa data pengujian, identitas pasien, pemeriksaan tanda vital, dan ringkasan hasil pemeriksaan pasien yang terdiri dari 6 instrumen. Kata Kunci : Puskesmas Kelurahan Penggilingan I Elok, Pemeriksaan Pengkajian Paripurna Pasien Geriatri (P3G), Lanjut Usia, Forward Chaining, Unified Modelling Language (UML), ERD, HIPO.",RPL
100,Rezi Wirdiyatul Chandra,Engujian Metode E-Commerce Pada Rumah Makan Padang (Studi Kasus : Rumah Makan Padang Surya Baru),"Rumah Makan Padang Surya Baru ini mengalami masalah omset penghasilan hanya dapat berdasarkan pengunjung yang datang langsung, hingga kepuasan pelangganpun tidak diketahui oleh pemilik. Maka dari itu dibuat sebuah aplikasi website berbasis e-commerce dengan metode probabilistik agar memudahkan pemilik menarik kesimpulan terkait kepuasan pelanggannya. Dan cara proses pemesanan pun mudah hanya membuka website Rumah Makan Padang lalu mendaftarkan diri sebagai member lalu setelah berhasil pelanggan langsung login daln dapat memilih makanan yang dipesan yang sudah ada di daftar menu. Dalam hal ini terlibat yaitu pelanggan baru sebagai pelanggan yang belum terdaftar, pelanggan lama sebagai pelanggan yang sudah terdaftar agar bisa melakukan pemesanan dan admin sebagai pengelola pemesanan makanan dari pelanggan dan pengelola website Rumah Makan Padang Surya Baru baik dari menu, order dari pelanggan maupun pengaturan tampilan. Hasil yang didapatkan dari website tersebut pemilik mengetahui ratarata kepuasan pelanggan dari pelanggan yang order telah mengisi kuesioner serta ditampilkan grafik secara berkala hingga pemilik mengetahui naik-turunnya kepuasan pelanggan. Kata Kunci: E-Commerce, Rumah Makan Padang Surya Baru",RPL
101,Rizky Shaumita Hefani,Pembuatan Aplikasi Help Desk Pelaporan Keluhan Dan Permintaan Layanan Teknologi Informasi Berbasis Web Dengan Metode Queue,"Help Desk merupakan centre point dimana keluhan dan permintaan dilaporkan dan diatur secara terorganisasi.  Help Desk juga bagian dari sebuah fungsi pelayanan yang bertanggung jawab sebagai sumber dari pemecahan masalah dengan menyediakan layanan untuk memberi informasi dan solusi kepada pengguna. Namun pada kenyataanya, PT. Patra Nusa Data masih belum optimal dalam mendapatkan feedback satu sama lain antara teknisi help desk dan karyawan. Hal ini disebabkan oleh sulitnya dalam hal penugasan, penentuan prioritas, dan informasi mengenai keluhan dan permintaan perangkat teknologi informasi, sehingga memperlambat proses penyelesaian. Penelitian ini bertujuan untuk membuat sebuah database yang dapat memproses pencatatan, penyimpanan data permasalahan dan permintaan dari karyawan, memudahkan proses penyampaian informasi kepada karyawan, teknisi, serta pihak-pihak yang membutuhkan, untuk menghasilkan aplikasi help desk pelaporan keluhan dan permintaan berdasarkan kebutuhan perusahaan tersebut. Aplikasi Help Desk ini menggunakan metode queue, yaitu metode antrian. Metode antrian ini adalah list linier yang elemen pertama kali masuk antrian disebut elemen depan (head of queue) sedangkan elemen yang terakhir kali masuk disebut elemen belakang (tail of queue). Antrian pada aplikasi ini menggunakan id_antrian sebagai data untuk melakukan antrian. Kata Kunci : Karyawan, Teknisi, Help Desk, Queue",RPL
